,density,depth
0,212.2153209,0.1
1,269.1511387,0.2
2,288.1297447,0.3
3,319.6169772,0.4
4,342.6501035,0.5
5,350.2415459,0.6
6,360.8399882,0.7
7,365.5538302,0.8
8,370.3703704,0.9
9,383.5403727,1.0
10,393.3747412,1.1
11,390.3554175,1.2
12,387.4024526,1.3
13,387.0896185,1.4
14,387.1635611,1.5
