TIMESTAMP,temp,SWin,sp,uwind,rh,LWin,z,bcwet,bcdry,ocwet,ocdry,dustwet,dustdry,tp
4/22/2024 13:00,-3.742333333,2679929.34,82900,3.101166667,53.98166667,840600,1682,0,0,0,0,0,0,0
4/22/2024 14:00,-3.9495,3011637.54,82900,2.527,55.15333333,804600,1682,0,0,0,0,0,0,0
4/22/2024 15:00,-3.727333333,2714520.96,82900,2.201,56.35,787500,1682,0,0,0,0,0,0,0
4/22/2024 16:00,-3.505333333,2483237.04,82833.33333,2.976666667,57.92166667,760500,1682,0,0,0,0,0,0,0
4/22/2024 17:00,-3.715666667,1906928.28,82800,1.464833333,60.53666667,762300,1682,0,0,0,0,0,0,0
4/22/2024 18:00,-4.4065,1231099.74,82800,1.114833333,63.37,753300,1682,0,0,0,0,0,0,0
4/22/2024 19:00,-4.951,639391.122,82800,1.478,63.64333333,756900,1682,0,0,0,0,0,0,0
4/22/2024 20:00,-5.318833333,162032.148,82800,1.477166667,63.98166667,744300,1682,0,0,0,0,0,0,0
4/22/2024 21:00,-5.208833333,14195.93916,82750,1.089833333,62.47833333,741600,1682,0,0,0,0,0,0,0
4/22/2024 22:00,-5.588833333,0,82700,1.445833333,62.59666667,763200,1682,0,0,0,0,0,0,0
4/22/2024 23:00,-5.620333333,0,82700,1.665,59.27,776700,1682,0,0,0,0,0,0,0
4/23/2024 0:00,-6.400833333,0,82700,1.846333333,60.59166667,746100,1682,0,0,0,0,0,0,0
4/23/2024 1:00,-6.64,0,82700,1.875333333,61.335,764100,1682,0,0,0,0,0,0,0
4/23/2024 2:00,-5.883833333,0,82650,1.411666667,59.1,821700,1682,0,0,0,0,0,0,0
4/23/2024 3:00,-6.0125,0,82600,1.035166667,60.44333333,837000,1682,0,0,0,0,0,0,0
4/23/2024 4:00,-6.224166667,0,82600,1.829,60.335,825300,1682,0,0,0,0,0,0,0
4/23/2024 5:00,-6.029666667,0,82600,1.659333333,62.37833333,886500,1682,0,0,0,0,0,0,0
4/23/2024 6:00,-5.883166667,53130.1008,82533.33333,1.311833333,61.97,898200,1682,0,0,0,0,0,0,0
4/23/2024 7:00,-5.446833333,401065.722,82500,1.689,62.12,908100,1682,0,0,0,0,0,0,0
4/23/2024 8:00,-5.649666667,1005501,82500,3.6795,63.24833333,903600,1682,0,0,0,0,0,0,0
4/23/2024 9:00,-4.0955,1531631.7,82500,2.1425,61.475,883800,1682,0,0,0,0,0,0,0
4/23/2024 10:00,-3.8825,1882312.08,82466.66667,1.163,60.99166667,806400,1682,0,0,0,0,0,0,0
4/23/2024 11:00,-3.285666667,2300186.82,82400,2.212833333,60.50666667,799200,1682,0,0,0,0,0,0,0
4/23/2024 12:00,-0.620833333,2844623.52,82400,0.331666667,50.315,790200,1682,0,0,0,0,0,0,0
4/23/2024 13:00,-1.224666667,3094641.42,82400,0.5955,55.72333333,772200,1682,0,0,0,0,0,0,0
4/23/2024 14:00,-0.298166667,2962504.5,82400,0.520833333,55.23833333,764100,1682,0,0,0,0,0,0,0
4/23/2024 15:00,0.235,2913019.74,82400,1.051166667,54.67833333,778500,1682,0,0,0,0,0,0,0
4/23/2024 16:00,-2.0155,2538401.88,82400,3.2425,63.01,770400,1682,0,0,0,0,0,0,0
4/23/2024 17:00,0.097,1784128.62,82400,0.598666667,54.95166667,790200,1682,0,0,0,0,0,0,0
4/23/2024 18:00,-1.384,1276761.42,82333.33333,1.314166667,62.00666667,851400,1682,0,0,0,0,0,0,0
4/23/2024 19:00,-2.261,835220.52,82300,3.293666667,62.37833333,750600,1682,0,0,0,0,0,0,0
4/23/2024 20:00,-2.420833333,127866.834,82300,2.416833333,57.00333333,756000,1682,0,0,0,0,0,0,0
4/23/2024 21:00,-2.955833333,7651.19202,82300,2.700833333,57.895,747900,1682,0,0,0,0,0,0,0
4/23/2024 22:00,-2.8465,0,82300,2.365833333,57.12833333,741600,1682,0,0,0,0,0,0,0
4/23/2024 23:00,-3.095166667,0,82350,1.816333333,55.64833333,744300,1682,0,0,0,0,0,0,0
4/24/2024 0:00,-4.559333333,0,82316.66667,2.3935,59.62666667,745200,1682,0,0,0,0,0,0,0
4/24/2024 1:00,-4.622666667,0,82400,2.852666667,60.485,747000,1682,0,0,0,0,0,0,0
4/24/2024 2:00,-4.283333333,0,82366.66667,1.976,62.22,761400,1682,0,0,0,0,0,0,0
4/24/2024 3:00,-4.180666667,0,82300,1.786666667,64.4,810900,1682,0,0,0,0,0,0,0
4/24/2024 4:00,-3.554333333,0,82300,1.3075,64.71166667,900000,1682,0,0,0,0,0,0,0
4/24/2024 5:00,-3.637166667,0,82300,1.1595,67.59166667,961200,1682,0,0,0,0,0,0,0
4/24/2024 6:00,-4.049666667,49131.879,82300,1.446333333,68.435,793800,1682,0,0,0,0,0,0,0
4/24/2024 7:00,-4.428166667,201776.292,82300,1.318,69.25333333,726300,1682,0,0,0,0,0,0,0
4/24/2024 8:00,-4.013,1028139.24,82300,1.338833333,68.91666667,723600,1682,0,0,0,0,0,0,0
4/24/2024 9:00,-3.765166667,1607192.22,82333.33333,0.934,68.89666667,729000,1682,0,0,0,0,0,0,0
4/24/2024 10:00,-3.410166667,2132873.04,82400,1.034666667,68.64833333,730800,1682,0,0,0,0,0,0,0
4/24/2024 11:00,-2.869666667,2563725.48,82400,1.149333333,68.085,735300,1682,0,0,0,0,0,0,0
4/24/2024 12:00,-1.6535,2856557.82,82400,1.057666667,63.68833333,747000,1682,0,0,0,0,0,0,0
4/24/2024 13:00,1.504833333,3004322.58,82400,0.204,55.115,747900,1682,0,0,0,0,0,0,0
4/24/2024 14:00,3.070166667,2991896.1,82400,0.010833333,49.77833333,742500,1682,0,0,0,0,0,0,0
4/24/2024 15:00,3.299333333,2803711.26,82400,0.175333333,50.41833333,756000,1682,0,0,0,0,0,0,0
4/24/2024 16:00,2.140333333,2464562.52,82400,0.1195,52.195,770400,1682,0,0,0,0,0,0,0
4/24/2024 17:00,1.259333333,2022559.62,82400,0.030333333,53.77,788400,1682,0,0,0,0,0,0,0
4/24/2024 18:00,-0.239,1000969.38,82400,0.167333333,62.07833333,888300,1682,0,0,0,0,0,0,0
4/24/2024 19:00,-1.275166667,621054.18,82400,0.361,61.91333333,932400,1682,0,0,0,0,0,0,0
4/24/2024 20:00,-2.034,208205.19,82400,0.937166667,61.935,854100,1682,0,0,0,0,0,0,0
4/24/2024 21:00,-2.321,33336.2538,82400,1.3215,60.875,862200,1682,0,0,0,0,0,0,0
4/24/2024 22:00,-3.100333333,0,82500,1.461833333,62.57333333,747000,1682,0,0,0,0,0,0,0
4/24/2024 23:00,-3.239,0,82500,1.460333333,61.75,746100,1682,0,0,0,0,0,0,0
4/25/2024 0:00,-3.174666667,0,82500,1.8235,60.18166667,746100,1682,0,0,0,0,0,0,0
4/25/2024 1:00,-3.2615,0,82500,1.959833333,62.19,745200,1682,0,0,0,0,0,0,0
4/25/2024 2:00,-3.211333333,0,82500,1.546833333,62.06666667,745200,1682,0,0,0,0,0,0,0
4/25/2024 3:00,-3.214,0,82500,1.4705,62.72833333,755100,1682,0,0,0,0,0,0,0
4/25/2024 4:00,-3.304333333,0,82500,1.0535,64.365,801900,1682,0,0,0,0,0,0,0
4/25/2024 5:00,-3.715666667,0,82500,1.113333333,64.88666667,742500,1682,0,0,0,0,0,0,0
4/25/2024 6:00,-4.6245,43384.2144,82500,1.8885,68.37333333,741600,1682,0,0,0,0,0,0,0
4/25/2024 7:00,-4.296833333,223681.956,82516.66667,1.787833333,67.50166667,731700,1682,0,0,0,0,0,0,0
4/25/2024 8:00,-3.515,1062338.76,82533.33333,1.026666667,65.62333333,735300,1682,0,0,0,0,0,0,0
4/25/2024 9:00,-3.442,1641525.6,82600,1.3195,66.24666667,738000,1682,0,0,0,0,0,0,0
4/25/2024 10:00,-3.03,2167231.5,82600,1.144166667,65.715,751500,1682,0,0,0,0,0,0,0
4/25/2024 11:00,-2.352166667,2599347.24,82600,0.651,66.87,747900,1682,0,0,0,0,0,0,0
4/25/2024 12:00,-0.723166667,2897537.46,82600,0.3385,62.46,740700,1682,0,0,0,0,0,0,0
4/25/2024 13:00,0.126333333,3027253.98,82600,0.423666667,61.00166667,755100,1682,0,0,0,0,0,0,0
4/25/2024 14:00,1.177,3015905.58,82600,0.256333333,56.45833333,747000,1682,0,0,0,0,0,0,0
4/25/2024 15:00,0.626166667,2822920.98,82600,0.5195,54.045,747000,1682,0,0,0,0,0,0,0
4/25/2024 16:00,2.646666667,2505848.52,82600,0.138833333,46.73333333,743400,1682,0,0,0,0,0,0,0
4/25/2024 17:00,0.434666667,2029483.56,82600,0.7845,50.97,745200,1682,0,0,0,0,0,0,0
4/25/2024 18:00,-0.792833333,1457431.8,82600,0.742,51.65,738000,1682,0,0,0,0,0,0,0
4/25/2024 19:00,-1.566,868433.4,82500,1.561666667,52.69333333,738900,1682,0,0,0,0,0,0,0
4/25/2024 20:00,-1.873,114643.662,82500,1.567166667,47.99166667,738000,1682,0,0,0,0,0,0,0
4/25/2024 21:00,-2.2085,12914.775,82500,1.071166667,49.99166667,744300,1682,0,0,0,0,0,0,0
4/25/2024 22:00,-2.560666667,0,82500,1.745333333,53.92666667,747900,1682,0,0,0,0,0,0,0
4/25/2024 23:00,-2.445666667,0,82500,1.214666667,53.985,750600,1682,0,0,0,0,0,0,0
4/26/2024 0:00,-2.487166667,0,82500,0.821166667,56.01166667,819000,1682,0,0,0,0,0,0,0
4/26/2024 1:00,-3.237833333,0,82500,0.621333333,58.435,739800,1682,0,0,0,0,0,0,0
4/26/2024 2:00,-4.299,0,82500,0.877166667,62.69666667,727200,1682,0,0,0,0,0,0,0
4/26/2024 3:00,-4.366333333,0,82500,1.002666667,56.29,719100,1682,0,0,0,0,0,0,0
4/26/2024 4:00,-4.158666667,0,82483.33333,0.743333333,45.92666667,716400,1682,0,0,0,0,0,0,0
4/26/2024 5:00,-4.632,0,82400,1.055666667,45.63333333,718200,1682,0,0,0,0,0,0,0
4/26/2024 6:00,-4.192333333,57313.233,82400,1.342,44.22,721800,1682,0,0,0,0,0,0,0
4/26/2024 7:00,-4.0875,184341.102,82400,0.886666667,44.64333333,725400,1682,0,0,0,0,0,0,0
4/26/2024 8:00,-3.989833333,1036233.6,82400,0.9115,46.395,729900,1682,0,0,0,0,0,0,0
4/26/2024 9:00,-3.639333333,1731967.14,82400,0.518666667,49.03333333,747900,1682,0,0,0,0,0,0,0
4/26/2024 10:00,-2.653,2159070.48,82400,0.440333333,49.39166667,804600,1682,0,0,0,0,0,0,0
